question,document
"Can I fix this warning in `precision_score`, `recall_score`, and `f1_score` the same way, and what would the code look like?",385807829b
"In the AUC calculation, what does it mean to use a numeric column as the score instead of model predictions?",866f5d58d2
How can I compute AUC from a single feature like balance in sklearn?,866f5d58d2
"Do the values used for AUC have to be between 0 and 1, or can they be any numeric values?",866f5d58d2
What should I do if the AUC is below 0.5 when I use one of my variables as the score?,866f5d58d2
Why does AUC care about ranking the values and not their actual scale or magnitude?,866f5d58d2
Why does predict_log_proba give me negative values instead of probabilities?,6739977244
Should I use predict_log_proba or predict_proba when I want AUC and other classification metrics?,6739977244
How do I get the probability for the positive class from my model in sklearn?,6739977244
My model outputs only negative numbers from predict_log_proba — is that normal?,6739977244
"For threshold-based metrics, which prediction method should I use in sklearn?",6739977244
"I’m getting a couple of different thresholds that all give the same F1 score for Q4 — is that normal, or does it mean my code is wrong?",a64b95ea2c
"When more than one threshold has the top F1, how should I decide which one to submit for the homework?",a64b95ea2c
Should I just take the smallest threshold if several choices produce the same F1 score?,a64b95ea2c
"Is there a recommended way to double-check my precision, recall, and F1 calculations in this module?",a64b95ea2c
Can I use scikit-learn’s classification_report to verify the results from my own implementation?,a64b95ea2c
"I’m doing the Module 4 homework and my result isn’t exact — is that okay, or do I need to keep matching it exactly?",186ed3fc35
What should I do if my homework answer is a bit off from the expected result?,186ed3fc35
"For the Machine Learning Zoomcamp homework, do I have to get the exact value, or can I choose the nearest option?",186ed3fc35
"If my calculation gives a slightly different result in the homework, should I worry or just pick the closest answer?",186ed3fc35
"When the homework output doesn’t match perfectly, what’s the recommended way to answer it?",186ed3fc35
"For Question 3 and the ones after it, should I calculate the metrics on dt_val or on the train set?",7c90af9692
Which dataset am I supposed to use when computing the metrics in Question 3?,7c90af9692
"Do I keep using dt_val for Question 3 onward, like in Question 2?",7c90af9692
Should the metrics in Question 3 be based on the validation dataset or some other split?,7c90af9692
"In the Module 4 homework, what data should I use to evaluate the metrics starting from Question 3?",7c90af9692
Why am I getting different accuracy values from the homework answer choices even though my train/val/test split is still 60/20/20?,8351543816
"Does it matter if I split the dataset in two steps or in one split-then-split approach, if the final percentages are the same?",8351543816
"How can I avoid accuracy changing when I divide data into training, validation, and test sets for this homework?",8351543816
Is there a recommended way to make the data split match the course examples more closely in module 4?,8351543816
Could the way I create the validation and test sets be the reason my model accuracy does not match the listed options?,8351543816
How do I check feature importance for a numerical column using AUC in this homework?,f7f0800d02
Which sklearn function should I use to get the AUC score for a single feature against the target?,f7f0800d02
"When calculating AUC for a feature, do I pass the target or the feature first?",f7f0800d02
Can I use `roc_auc_score` to measure how useful a numerical variable is for predicting `above_average`?,f7f0800d02
What’s the proper way to compute AUC for one feature value vector in Python?,f7f0800d02
"In homework Q1, am I supposed to use ROC curve or AUC to check feature importance for the binary target?",1b89887a15
"If I have several numerical columns, do I need to compute roc_auc_score for each one separately and then compare them?",1b89887a15
Why is my roc_curve plot not showing any model line when I use a feature like age as the input?,1b89887a15
What’s the right way to find which numerical feature is the most predictive in Module 4 Homework Q1?,1b89887a15
"Should I build a small table with feature names and AUC values, then sort it to get the best feature?",1b89887a15
Why does week 5 suddenly feel way harder to run on my usual laptop setup than the first four weeks?,a638d65685
"Do I need to set up some special homework environment before starting module 5, and what should I use?",a638d65685
Is there a walkthrough for creating an AWS EC2 machine for this part of the course?,a638d65685
"Can I use a free cloud instance for the deployment homework, or will I get charged right away?",a638d65685
Are there other environment setup options besides AWS EC2 for week 5?,a638d65685
How do I grab a Kaggle CSV straight from Jupyter Notebook without leaving the notebook?,85fa1b961a
Where exactly should I put the kaggle.json file so the Kaggle API works in Jupyter?,85fa1b961a
Why do I need to run chmod 600 on kaggle.json before downloading a dataset?,85fa1b961a
How do I set KAGGLE_CONFIG_DIR in Python to make Kaggle downloads work?,85fa1b961a
What’s the command to download a Kaggle dataset and unzip it so I can use the CSV right away?,85fa1b961a
How do I go back to the previous folder in Ubuntu from the terminal?,faa864b7f6
What command shows me the files and folders in the current directory?,faa864b7f6
How can I move into a specific folder path using the terminal?,faa864b7f6
Which Ubuntu command prints the current working directory I'm in right now?,faa864b7f6
How do I display the contents of a file from the command line?,faa864b7f6
How can I check which Python version I have installed right now?,dce5e4842c
What's the easiest way to install Python 3.10 or newer on Windows?,dce5e4842c
Do I need to add Python to PATH when installing it on Windows?,dce5e4842c
How do I upgrade my Python installation from the terminal with pip?,dce5e4842c
Where should I download the latest Python version if I want to install it manually?,dce5e4842c
How do I get WSL installed on Windows 10 and what do I need to do after running the install command?,accd08bead
"Is the WSL setup for Windows 11 different from Windows 10, or is it basically the same command?",accd08bead
Do I need to enable anything in Windows Features or BIOS before WSL will work properly?,accd08bead
"How can I install a specific Linux distro like Ubuntu or Debian in WSL, and can I update WSL later?",accd08bead
"Once Ubuntu is open, how do I switch back to my Windows files, set a default start folder, or fix the pipenv CUDA link error?",accd08bead
"Why do I get `Could not open '/lib64/ld-linux-x86-64.so.2'` when building the Docker image on an M1 Mac, and how can I fix it?",9df18c830e
Is there a Dockerfile change I need to make for MacBook M1/M2 so the image builds instead of failing with the x86-64 loader error?,9df18c830e
What should I change in `course-zoomcamp/01-intro/environment/Dockerfile` if Docker build breaks on Apple Silicon?,9df18c830e
How do I force Docker to use the amd64 Ubuntu base image on a Mac with M1 chip?,9df18c830e
My Docker image build on Mac M1 takes forever and then errors out with missing `ld-linux-x86-64.so.2`—what's the workaround?,9df18c830e
How can I check which version of a Python package is installed inside Jupyter Notebook?,7064ef8f01
Is there a quick way to see a library’s version in a notebook without leaving Python?,7064ef8f01
How do I print the version number for an installed module in Jupyter?,7064ef8f01
What’s the notebook syntax to find out the version of a package I imported?,7064ef8f01
"If I want to verify the installed version of any Python library in Jupyter, what should I run?",7064ef8f01
"Why do I get ""Cannot connect to the docker daemon"" when I try to run Docker in this module?",371f4a6519
What’s the quickest way to check if Docker is actually running on Windows or Linux?,371f4a6519
"On Linux, how do I start the Docker service and verify that the daemon is up?",371f4a6519
"Could this error just be a permissions issue on Linux, like my user not being in the docker group?",371f4a6519
"If Docker still won’t connect, what’s a good test command or WSL fix to try next?",371f4a6519
"I get `pipenv install --deploy --system` failing during `docker build` with code 1 and the image never gets created. What usually causes this, and how can I fix my Dockerfile?",a43ed572fa
"When I run `docker build -t churn-prediction .`, Docker stops on `/bin/sh -c pipenv install --deploy --system && rm -rf /root/.cache`. Could this be a Python version mismatch?",a43ed572fa
My ML Zoomcamp Docker image build breaks at the Pipenv install step. How do I check my local Python version and use it in the `FROM python:...-slim` line?,a43ed572fa
"Why does building the container fail right after `pipenv install --deploy --system`, even though my code seems fine? Should I change the Python base image version?",a43ed572fa
"In Module 5, my Docker image won’t build because of a non-zero exit from the Pipenv command. What exact Dockerfile change fixes this error?",a43ed572fa
"Why does `pipenv install sklearn==1.0.2` fail, and what package name should I use instead?",b2781bc5f8
I’m getting errors installing sklearn 1.0.2 with pipenv — is there a different command I should run?,b2781bc5f8
"For Module 5 homework, should I install `sklearn` or `scikit-learn`, and which version is needed?",b2781bc5f8
How can I fix the pipenv install problem when I need scikit-learn 1.3.1 for the assignment?,b2781bc5f8
"Is `sklearn` the wrong package name for version 1.0.2, and what’s the proper install command?",b2781bc5f8
"Why am I getting a Pipfile.lock error when I add numpy, scikit-learn, and flask with pipenv?",af2a35cdf2
Do I need a different scikit-learn version if I'm on Python 3.11 or newer?,af2a35cdf2
What should I do if pipenv can't lock the dependencies and keeps failing on Pipfile.lock?,af2a35cdf2
Is there a way to fix the lock issue without rebuilding my whole pipenv setup?,af2a35cdf2
"If removing Pipfile.lock doesn't help, what's the cleanest way to recreate the environment from scratch?",af2a35cdf2
"Why am I getting a ""No module named flask"" error even though I installed Flask already?",ec6919a46b
"If Flask was installed with pipenv but Python still can't find it, what should I do?",ec6919a46b
Should I reinstall Flask with pip instead of pipenv if the import fails?,ec6919a46b
How can I fix the Flask import error after installing it in my environment?,ec6919a46b
"What worked when the ""No module named 'flask'"" problem happened during setup?",ec6919a46b
Why would I use the `--rm` option when I start a Docker container?,2dc4089953
"Does `--rm` delete the Docker image too, or only the container after it exits?",2dc4089953
Is `--rm` mainly useful for quick testing and development runs?,2dc4089953
Will stopped containers pile up on my machine if I don't use `--rm`?,2dc4089953
"If I rebuild an image after changing something like a Pipfile, does `--rm` help keep Docker cleaner?",2dc4089953
Why does Docker say it failed to read my Dockerfile when I build the image?,9802179265
I created a file named Dockerfile.dockerfile and now the build breaks — is that the problem?,9802179265
What is the correct filename for a Dockerfile so Docker can find it?,9802179265
"Do Dockerfile files need to have an extension, or should it just be named Dockerfile?",9802179265
"How should I name the file to avoid the ""failed to read Dockerfile"" error?",9802179265
How do I install Docker on macOS for this course?,951b79cf6b
What’s the official Docker Desktop install guide for Mac?,951b79cf6b
Do I need a different Docker version on Mac depending on Apple chip vs Intel?,951b79cf6b
Where can I find the instructions for setting up Docker on a MacBook?,951b79cf6b
Is there a specific Docker install page I should follow on macOS?,951b79cf6b
How can I see just the size of one Docker image instead of the full image details?,acdd201a06
Is there a Docker command to print only an image’s size for a specific image name?,acdd201a06
What’s the easiest way to list a single local Docker image and show only its size?,acdd201a06
Can I use `docker image ls` or `docker images` with a format option to get just the size field?,acdd201a06
How do I check the size of one Docker image without getting the rest of the image info?,acdd201a06
"On Linux or macOS, where exactly does Pipenv put the virtualenv, and what does the folder name look like?",768fa21d6b
"If I'm on Windows, where should I expect Pipenv to create the environment folder?",768fa21d6b
How does Pipenv decide the environment name — is it based on the project directory or something else?,768fa21d6b
Why do I see a weird random suffix after my project folder name in the virtualenv path?,768fa21d6b
"After Pipenv creates the env, how do I go back to the project and activate it with `pipenv shell`?",768fa21d6b
How can I get a Docker container to start in bash mode so I can debug it interactively?,2acc8ec64a
What’s the easiest way to open a shell inside a Docker image and inspect what’s going on?,2acc8ec64a
"If my container is already running, how do I enter it and run bash for debugging?",2acc8ec64a
How do I use docker ps and docker exec to connect to a live container and troubleshoot it?,2acc8ec64a
Is there a way to override the entrypoint when running Docker so I can debug the container from the command line?,2acc8ec64a
"Why do I get “the input device is not a TTY” when I run `docker exec -it ... bash` in Git Bash on Windows, and what should I use instead?",10316840ce
How can I fix the TTY error in Docker when using mintty or GitBash on Windows?,10316840ce
Is there a Windows-specific workaround for `docker exec -it` failing with a TTY message?,10316840ce
What does `winpty` do when Docker complains that the input device is not a TTY?,10316840ce
"Do I need to prefix `docker exec -it <container> bash` with `winpty` in Git Bash, and why?",10316840ce
How do I fix the error when it fails to write the dependencies into Pipfile and Pipfile.lock?,26a0558e81
What should I do if my environment won’t save the installed packages to the dependency files?,26a0558e81
Is there a way to get all my installed Python packages into a requirements file instead of Pipfile and Pipfile.lock?,26a0558e81
"When pipenv can’t write the lock files, what’s the recommended workaround for saving dependencies?",26a0558e81
Do I need to create a virtual environment first and then use pip freeze to record the package list?,26a0558e81
"Why does Windows say ""pipenv is not recognized as an internal or external command"" when I try `pipenv --version`?",3e4e288e93
"I installed pipenv, but `pipenv shell` still says it isn't recognized — what am I missing?",3e4e288e93
"On Windows, how do I fix it when pipenv seems installed but the command still won't run?",3e4e288e93
What PATH entries do I need to add so `pipenv` works from the terminal on Windows?,3e4e288e93
"Is this pipenv PATH issue something that happens with normal Python installs, and would Anaconda avoid it?",3e4e288e93
Why do I get `AttributeError: module 'collections' has no attribute 'MutableMapping'` when I run `pipenv install numpy`?,4b501f0a25
"Is this `MutableMapping` error caused by an old Python version, and what version should I use instead?",4b501f0a25
"I followed the week 5.6 pipenv steps, but pipenv crashes right away — how can I fix that `collections` error?",4b501f0a25
Do I need to upgrade Python to 3.10 or higher for pipenv to work in this module?,4b501f0a25
What’s the easiest way to solve the `collections.MutableMapping` issue when installing packages with pipenv?,4b501f0a25
Why do I get `ValueError: Path not found or generated: WindowsPath(...)` after using `pipenv shell` and then `pipenv --rm` on Windows?,f6d64d22b9
How do I properly leave a Pipenv shell before removing the environment so I don’t break my setup?,f6d64d22b9
My PATH got messed up after deleting a Pipenv env on Windows — what should I do to fix `VIRTUAL_ENV`?,f6d64d22b9
"On Windows, how can I tell whether I’m still inside `pipenv shell` if there’s no obvious prompt marker?",f6d64d22b9
"If Pipenv removed my env folder and now stuff is failing, is it okay to recreate `C:\Users\username\.virtualenvs\...` manually?",f6d64d22b9
"How do I fix ConnectionError ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')) when deploying my Flask model in Docker?",f2f7180201
My app closes the connection without a response — do I need to set Flask host to 0.0.0.0 and use localhost in the URL?,f2f7180201
"I'm getting a RemoteDisconnected error from my containerized Flask app, what should I change in the Dockerfile or app config?",f2f7180201
"Why does my deployed ML model return ConnectionError in Docker, and what host setting should I use?",f2f7180201
"In Module 5 deployment, how can I stop the remote end from closing the connection when calling my Flask service?",f2f7180201
"Why does my Docker build fail at `COPY [Pipfile, Pipfile.lock, ./]` when I try to build the image?",ced071dd97
I’m getting an error on the `COPY` step in Docker — could it be because I used single quotes instead of double quotes?,ced071dd97
How should I write the `COPY` instruction in my Dockerfile for `Pipfile` and `Pipfile.lock` so the build works?,ced071dd97
"My image build stops at copying `q5_predict.py`, `model1.bin`, and `dv.bin`; what’s the usual mistake here?",ced071dd97
"What caused the `COPY` commands in my Docker build to fail, and how do I fix it?",ced071dd97
"Why does my Docker build fail with ""Pipfile.lock is out of date"" when I run pipenv install --system --deploy?",efae76d03c
"I tried updating the lock file with pipenv lock, but the container still errors out. What am I missing?",efae76d03c
What's the difference between running pipenv install --system --deploy and adding --ignore-pipfile in Docker?,efae76d03c
How can I get pipenv to install dependencies in a Docker image without aborting on the Pipfile.lock mismatch?,efae76d03c
Is there a recommended Dockerfile change for this Pipenv deploy error during image build?,efae76d03c
"Why do I get `Bind for 0.0.0.0:9696 failed: port is already allocated` after rebuilding my Docker image, even when nothing seems to be using that port?",ed90e0f589
How can I fix the Docker error saying the external connectivity bind on `0.0.0.0:9696` failed because the port is already allocated?,ed90e0f589
Is there a quick command to stop all running Docker containers when I keep seeing the port 9696 allocation error?,ed90e0f589
I rebuilt my container and got `driver failed programming external connectivity` on `beautiful_tharp` — what should I do to clear it?,ed90e0f589
Does anyone know why Docker on Windows can report port 9696 as busy and how to resolve it?,ed90e0f589
Why do I get requests.exceptions.ConnectionError with 'Connection aborted' when I try to use --bind 127.0.0.1:5000?,84301e35dd
My client shows RemoteDisconnected and the server seems fine with waitress — what am I missing here?,84301e35dd
"Should I avoid binding to 127.0.0.1:5000 when deploying my ML model, and what address should I use instead?",84301e35dd
Gunicorn throws an error on my side but waitress runs — is this a port/bind issue?,84301e35dd
What host and port usually work for serving the model so the client stops failing with connection errors?,84301e35dd
How do I get md5sum working on macOS if it isn't installed by default?,f884543e2c
What Homebrew package should I install to use md5sum on a Mac?,f884543e2c
"After installing the hash tool on macOS, how do I check whether a file matches a given MD5 hash?",f884543e2c
Is there a simple command to compare model1.bin and dv.bin hashes on macOS?,f884543e2c
What do I need to run on a Mac so I can use md5sum from the terminal?,f884543e2c
How can I run a Python script that sends a request to my web server if the server is already running in one terminal?,de0726d5ea
Do I need to stop the web server first before running another script that calls it?,de0726d5ea
What’s the easiest way to test a server with a separate Python script while it’s still active?,de0726d5ea
Can I use a second terminal to run a client script against a server that’s already open in the first one?,de0726d5ea
"If my server is running in Command Prompt or PowerShell, how do I execute another script to make requests to it?",de0726d5ea
Why do I get a warning about unpickling DictVectorizer from scikit-learn 1.1.1 while my env is using 0.24.2 when I start gunicorn?,e8e58afd7b
How can I fix the version mismatch error when loading a saved model and DictVectorizer in my pipenv app?,e8e58afd7b
Do I need to use the exact same scikit-learn version that was used to train the model before running predict:app?,e8e58afd7b
What should I check if my trained model loads but I see a warning about incompatible scikit-learn versions?,e8e58afd7b
Is there a way to avoid breaking results when unpickling a model trained with a different scikit-learn release?,e8e58afd7b
"Why am I getting a Pipenv ValidationError that mentions both python_version and python_full_version after pipenv install, and how do I fix it?",8a8f00802a
"In my Pipfile I see both python_version and python_full_version set, but pipenv install fails — which one should I remove?",8a8f00802a
What should I do if pipenv says python_full_version must not be present with python_version?,8a8f00802a
"After editing the Pipfile to solve the version conflict, do I need to run something to regenerate the lock file?",8a8f00802a
"Can I keep both python_version and python_full_version in Pipfile, or is that what causes the install error?",8a8f00802a
Why does Docker say my Pipfile.lock is out of date when I build the image?,554fac782d
"How can I fix the ""Expected ... out of date"" error from pipenv during docker build?",554fac782d
Do I need to delete Pipfile.lock and run pipenv lock again before rebuilding the container?,554fac782d
What should I do if pipenv aborts deploy because the lock file version doesn't match?,554fac782d
Is removing the pipenv environment and recreating Pipfile/Pipfile.lock a good way to solve Docker build failures?,554fac782d
Why can’t I see the Elastic Beanstalk environment I created locally when I log into AWS?,03331f413e
Could this just be an AWS region issue if my environment is missing?,03331f413e
Which AWS region should I check for the Beanstalk environment in this module?,03331f413e
"I finished setting up the environment, but it doesn’t show up in AWS—what am I missing?",03331f413e
Do I need to switch to eu-west-1 to find my deployment in the AWS console?,03331f413e
"I installed waitress on Windows, but Git Bash says `waitress-serve: command not found`. What am I missing?",f580e98fdc
How do I make `waitress-serve` work in Git Bash after `pip install waitress` on Windows?,f580e98fdc
"Pip says `waitress-serve.exe` was installed, but Git Bash still can't find it. How do I add it to PATH permanently?",f580e98fdc
"Do I need to edit `.bashrc` to use `waitress-serve` from Git Bash on Windows, and what path should I add?",f580e98fdc
"If I'm using `uv`, do I still need to add the Python Scripts folder to PATH for `waitress-serve`?",f580e98fdc
Why do I get the warning that LANG is not set when I install scikit-learn with Pipenv in the ml-zoomcamp conda env?,8b15cafd96
"Is the LANG environment variable issue a real problem, or can I just ignore it and keep going?",8b15cafd96
What should I change in my bash profile if I want to get rid of the LANG not set warning?,8b15cafd96
I saw a warning about LANG while using Pipenv in the course setup — does it break the install of scikit-learn 1.3.1?,8b15cafd96
How can I fix the LANG-related warning that appears during package install in the machine learning zoomcamp environment?,8b15cafd96
What terminal app was used in the Week 5 videos for Module 5?,0e2b70a390
Which Windows Terminal download link should I use for the Week 5 course videos?,0e2b70a390
Is there a specific terminal recommended for the deploying machine learning models section?,0e2b70a390
Where can I get the terminal shown in the Week 5 lessons?,0e2b70a390
Can you share the app link for the terminal used in Week 5?,0e2b70a390
"Why does waitress-serve say ""Malformed application 'q4-predict:app'"" when I try to run my Flask app?",748ffe7992
I get a ValueError importing the module with waitress-serve and it complains about the app name format — what am I doing wrong?,748ffe7992
"Can waitress load a Python file named with a dash, like q4-predict.py, or do I need to rename it?",748ffe7992
How should I name my Python module if I want to use waitress-serve with an app object inside it?,748ffe7992
What’s the fix for the malformed application error when the command uses q4-predict:app?,748ffe7992
How can I quickly test an HTTP POST request from the command line without writing a script?,cde1c48afc
What’s the easiest way to send JSON data to my local API endpoint using curl?,cde1c48afc
Can I pipe a JSON file or echo output directly into a curl POST request?,cde1c48afc
What does the curl command look like if I want to hit /predict with a JSON payload from the terminal?,cde1c48afc
"Does curl have a built-in option for posting JSON, and how would I use it on Linux, Mac, or WSL2?",cde1c48afc
Why do I get the NotSupportedError when I run `eb local run --port 9696` with Elastic Beanstalk Docker?,5ba1e7ba64
What should I change in `.elasticbeanstalk/config.yml` so `eb local` works again?,5ba1e7ba64
"Do I need to re-run `eb init` to fix the `eb local` platform error, and which option should I pick?",5ba1e7ba64
"Can I fix the `eb local` problem by changing the `-p` value in `eb init`, and what should it be?",5ba1e7ba64
"What is the quickest way to get rid of the error that says `eb local` only works with preconfigured, generic, or multicontainer Docker platforms?",5ba1e7ba64
Why do I get No connection adapters were found for 'localhost:9696/predict' in requests?,4d94846cbe
How should I write the URL for my predict endpoint so requests can connect to it?,4d94846cbe
Does requests need http:// in front of localhost:9696/predict?,4d94846cbe
Why is localhost:9696/predict failing unless I add the protocol scheme?,4d94846cbe
"Can I use HTTP://localhost:9696/predict, or does the scheme have to be lowercase?",4d94846cbe
Why do I keep getting the same prediction result when I run the Docker image?,cee7450404
"If my output never changes, could I be using the wrong model in my file?",cee7450404
"When testing predictions in Docker, what should I check if the result stays identical?",cee7450404
Do I need to change the model used in the code after downloading it and the Python version?,cee7450404
What’s the first thing to verify if my Docker model test always gives the same answer?,cee7450404
"My Docker image builds fine, but when I try to start the container it fails with unable to start the container process. What should I check first?",6d91bd8f56
"Could this error be caused by missing Python packages in my image, and do I need to install gunicorn with pipenv?",6d91bd8f56
"Do I need to enter the pipenv shell before building and running the Docker image, or can I skip that step?",6d91bd8f56
What is the right way to make sure all the dependencies are available when I run my container?,6d91bd8f56
"If my container won’t launch after I built the image, how do I verify that the Pipfile has everything needed for Docker?",6d91bd8f56
How can I copy a file from my laptop into a running Docker container?,f5b6e3f04b
What's the command to move a local directory into a Docker container path?,f5b6e3f04b
Is there a way to transfer files from my machine to a container without rebuilding the image?,f5b6e3f04b
How do I use docker cp to send local files into a container?,f5b6e3f04b
"Can I copy a folder from my computer into a Docker container, and what does the syntax look like?",f5b6e3f04b
How can I bring files from my laptop into a Docker container without mounting a volume?,993a359b90
What’s the right Dockerfile syntax to copy a Python file and a saved model into the container?,993a359b90
Can I use Docker to move files from a source folder into the container’s current working directory?,993a359b90
What command should I use if I want to copy local files into an existing Docker container?,993a359b90
How do I add `predict.py` and `xgb_model.bin` from a folder into `./` inside the container?,993a359b90
Why does `eb local run` fail with `NotSupportedError` after using `eb init -p docker ...`?,9e5f381432
What should I use instead of `eb init -p docker tumor-diagnosis-serving -r eu-west-1` so Elastic Beanstalk detects my Dockerfile?,9e5f381432
Is there a different Elastic Beanstalk platform option for Docker on Amazon Linux 2 that works with this setup?,9e5f381432
How can I fix the environment creation issue when the command from the video doesn't recognize my Docker container?,9e5f381432
Why does switching the platform to `Docker running on 64bit Amazon Linux 2` make `eb local run --port 9696` work?,9e5f381432
Why does Elastic Beanstalk say both Dockerfile and Dockerrun.aws.json are missing when I run eb create for my app?,01514d66d5
What should I check if AWS Elastic Beanstalk deployment fails with a missing Dockerfile error from the source bundle?,01514d66d5
Do I need to commit my Dockerfile before creating an Elastic Beanstalk environment with eb create?,01514d66d5
How can I fix the Elastic Beanstalk error about no Dockerfile or Dockerrun.aws.json being found in my project?,01514d66d5
"I added my Dockerfile locally, but eb create still fails on AWS — what am I missing in Git?",01514d66d5
"Why does `eb create` say Git can’t find the HEAD, and how do I fix it?",d66d501514
Do I need at least one commit before launching an Elastic Beanstalk environment?,d66d501514
What should I do if my project folder isn’t a Git repo when I run `eb create`?,d66d501514
How can I get out of a detached HEAD state before deploying with EB?,d66d501514
"If `eb create` fails with the HEAD error, do I need to run `eb init` again after making a Git commit?",d66d501514
Why is `eb create` ignoring my Dockerfile edits when I haven’t committed yet?,57ec9fbb5d
Do I really need to make a git commit before Elastic Beanstalk picks up my latest Docker changes?,57ec9fbb5d
Is there a way to deploy staged changes with EB instead of only the last commit?,57ec9fbb5d
What should I do if the Docker image build fails during `eb create` but I still want to deploy it?,57ec9fbb5d
How can I push local Dockerfile changes to EB without committing them first?,57ec9fbb5d
How do I fix the `eb create` error about Auto Scaling launch configuration not being available in my account?,6ae0381ba8
Is there a way to make Elastic Beanstalk use launch templates instead of launch configurations when creating an environment?,6ae0381ba8
What should I run in Elastic Beanstalk if `eb create` fails with the message saying to use launch templates?,6ae0381ba8
Do I need to turn on Spot when creating my Beanstalk app to avoid the launch configuration issue?,6ae0381ba8
"When the `eb create` wizard asks about load balancer and Spot Fleet, what options should I pick to get past this error?",6ae0381ba8
Why am I suddenly getting an error about using launch templates instead of launch configurations when I try to set up an Auto Scaling group on AWS?,a6755bdf4d
"Did AWS stop supporting launch configurations for new EC2 Auto Scaling accounts starting October 1, 2024?",a6755bdf4d
What's the reason AWS is replacing launch configurations with launch templates for Auto Scaling?,a6755bdf4d
How do launch configurations and launch templates differ in the context of EC2 Auto Scaling on AWS?,a6755bdf4d
Is the fix for that Auto Scaling error just to switch my setup from a launch configuration to a launch template?,a6755bdf4d
Why do I get a VPC configuration error after running `eb create churn-prediction-env` on Elastic Beanstalk?,cc8c2d4b32
How can I fix the AWS Elastic Beanstalk deployment issue when the selected region doesn’t have a default VPC?,cc8c2d4b32
Where in the AWS Console do I check whether a default VPC exists for my region?,cc8c2d4b32
What should I do if I open VPC in AWS and see that there are no VPCs at all?,cc8c2d4b32
"After creating the default VPC, do I need to run the Elastic Beanstalk create command again?",cc8c2d4b32
Why do people use Gunicorn instead of the default Flask server when running a model in Docker?,11f27e4673
What makes Gunicorn a better choice for production than Flask’s built-in development server?,11f27e4673
How does Gunicorn help if my Flask app has to deal with several requests at the same time?,11f27e4673
What should I put in the Dockerfile CMD to start a Flask app with Gunicorn on port 9696?,11f27e4673
"Is Gunicorn mainly about speed, or does it also make a Flask app more stable in production?",11f27e4673
Why am I getting the warning that Python 3.12 was not found and it can’t use pyenv or asdf to install it?,c8d2668615
"My Pipfile says Python 3.12, but Docker seems to be using an older Python version — how do I fix that mismatch?",c8d2668615
What should I change in my Dockerfile if the container is still on something like python:3.8.12-slim but the project expects 3.12?,c8d2668615
Do I need the Python version in the Pipfile and the one in the Docker image to be exactly the same?,c8d2668615
What’s the right base image to use in Docker when the project requires Python 3.12?,c8d2668615
How can I make Pipenv use Python 3.11 instead of my default Python version?,a173b94288
Is there a way to point Pipenv to a specific Python interpreter that I installed separately?,a173b94288
"Do I need to install Python 3.11 first before using it with Pipenv, and if so, how should I do that?",a173b94288
"If my system already has Python 3.11 from apt or brew, how do I make Pipenv use that exact path?",a173b94288
Why does Pipenv seem to ignore my chosen Python version when I run it from another virtual environment?,a173b94288
"If Pipenv keeps hanging while locking, would doing the homework in GitHub Codespaces help?",a75f85c9da
Is there a faster way to work on Homework 5 if my local machine is super slow with Pipenv?,a75f85c9da
Has anyone tried GitHub Codespaces for Module 5 assignments instead of running everything locally?,a75f85c9da
"Could the issue be my computer resources, and would Codespaces be enough for this homework?",a75f85c9da
What’s a good workaround when Pipenv takes forever to create the lock file for this course?,a75f85c9da
How can I turn a Jupyter notebook into a .py file from the terminal?,9db5014252
Is there a quick way to export a notebook as a Python script in Jupyter itself?,9db5014252
What command do I run to convert notebook.ipynb into a Python script?,9db5014252
Where do I find the option to save a notebook as an executable script?,9db5014252
"After exporting a notebook to a script, where does the downloaded file usually go?",9db5014252
Is there any real difference between starting the app from the Python script and launching gunicorn yourself?,e842ae080e
"If I use the Python file to spin up the server, am I getting a different setup than when I run gunicorn directly?",e842ae080e
"Do both ways of running the service actually do the same thing, or is one better for deployment?",e842ae080e
Why would I bother using the script if gunicorn can start the server on its own?,e842ae080e
"When I start the server through the Python file, is it just saving me some typing compared with calling gunicorn directly?",e842ae080e
"How do I fix the ""No module named ping"" error in Python?",1b08427cd4
Why am I getting an error that says there is no module called ping?,1b08427cd4
"If Python can't find ping, do I need to import it from the file where it's defined?",1b08427cd4
What's the right way to use ping when the module isn't recognized in my environment?,1b08427cd4
Should I do `from some_file import ping` instead of importing ping as a module?,1b08427cd4
"Why am I getting `exec: ""gunicorn"": executable file not found in $PATH` when I run my Docker container?",80a2e18431
What should I add to my `Pipfile` if Docker says it can't find `gunicorn` inside the container?,80a2e18431
Do I need to install `flask` too when fixing the `gunicorn` not found error in Docker?,80a2e18431
"After updating dependencies in the `Pipfile`, what are the next steps before rebuilding the Docker image?",80a2e18431
How do I rebuild and run the container once I’ve added `gunicorn` and `flask` and updated the lock file?,80a2e18431
Can I rely on a pre-trained model and mostly work on deployment for the project?,fca4671a69
Is it okay if I don’t train a model from scratch and just fine-tune an existing one?,fca4671a69
"If I only use an off-the-shelf model with no retraining, will I lose points?",fca4671a69
Do I need to include some kind of training step even if my focus is deployment?,fca4671a69
"Can I still pass if my project uses a pre-trained model, as long as the rest is solid?",fca4671a69
How do I start my FastAPI app with uvicorn if my model is saved in a pickle file and I want it to listen on a local port like 9696?,69e5f9cbf8
