question,answer_llm,answer_orig,document
"What tools are good for turning PDFs into cleaner markdown before chunking, and when would I use something like pymupdf4llm, Docling, or GROBID?","Good tools for turning PDFs into cleaner markdown before chunking are:

- **pymupdf4llm** — **fast** and decent quality.
- **Docling** — **slower**, but often **higher quality**, especially for **tables and figures**.
- **GROBID** — best for **academic papers**, where you want structure like **sections and references** extracted.

A simple way to choose:

- Use **pymupdf4llm** if you want a quick, fast baseline.
- Use **Docling** if your PDFs have lots of complex layout, tables, or figures and quality matters more than speed.
- Use **GROBID** if your corpus is mostly scholarly papers.

The broader recommendation is to **try a couple on a sample of your documents** and see which gives the cleanest text, then evaluate chunking again after each change.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
What do you mean by reproducibility in the capstone project — do reviewers need my API keys to run it?,"No — reviewers should **not** need your API keys.

In this capstone, **reproducibility** means a reviewer can:

- clone your repo,
- follow your README,
- and recreate the system from scratch

using **their own credentials**.

What you should do instead:

- Never put API keys or hosted-service credentials in the repo.
- Include a `.env.example` with the variable names only, no secret values.
- Have reviewers create their own `.env`.
- Keep `.env` in `.gitignore`.
- Provide a script or notebook that rebuilds the dataset/search index locally.
- Pin dependency versions and document the Python version.

If you want, I can also help you draft a reproducibility checklist for your README.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"For the project repo, should I include a script or notebook that rebuilds the search index from the raw dataset?","Yes — for reproducibility, you should include a script or notebook that ingests the dataset and rebuilds the search index locally from the raw data.

Also:
- don’t include your API keys in the repo,
- provide a `.env.example`,
- keep `.env` in `.gitignore`,
- and document how to run it in the README.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
How should I handle environment variables for secrets — do I just commit an example file and ignore the real .env?,"Yes — commit an example file, but **do not commit the real `.env`**.

Recommended approach:
- Put the real secrets in `.env`
- Add `.env` to `.gitignore`
- Commit an example file like `.env.example` showing the required variable names

For example:
```gitignore
.env
```

And your example file can contain placeholders like:
```bash
OPENAI_API_KEY=your-openai-key-here
GROQ_API_KEY=your-groq-key-here
GEMINI_API_KEY=your-gemini-key-here
```

Then each person copies the example to `.env` and fills in their own values.

The course also recommends loading the file with `python-dotenv` in Python.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
Is it okay to use a cheaper model for the demo so reviewers don't spend a lot of credits testing it?,"Yes — for the capstone, it’s actually recommended to use a cheap model like `gpt-4o-mini`, Groq, etc., so reviewers don’t burn through credits when testing your project.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
What do I need to pin or document so someone can recreate the project on their own machine without issues?,"To make the project reproducible, you should document and pin:

- **A script or notebook** that ingests the dataset and rebuilds the search index locally
- **`.env.example`** with variable names only, and no secrets
- Tell the reviewer to create their own **`.env`** file with their own API keys
- Add **`.env` to `.gitignore`**
- Use and document a **cheap model** so reviewers don’t spend much on credits
- **Dependency versions**:
  - `requirements.txt` or `pyproject.toml` lock file
- The required **Python version**
- **Docker version**, if you use Docker

Also, the README should explain that the reviewer can clone the repo and recreate the system from scratch using their own credentials.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"Can I do the homework and capstone in JavaScript, or do I really need to use Python for this course?","In most cases, you should use Python for both the homework and the capstone project.

You technically can use JavaScript or another stack, but only if you have a strong reason. The course materials, examples, and reviewer expectations are Python-based, so non-Python submissions are harder to reproduce and review.

If you do use JavaScript, your documentation needs to be very thorough, including install and run steps for Windows, macOS, and Linux.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"If I build my project in Go, Java, Rust, or another non-Python language, what kind of README and setup instructions do I need to include?","If you use Go, Java, Rust, or any other non-Python language, your README needs to be very thorough.

Include:

- exact steps to install dependencies
- exact steps to run the project
- instructions for Windows, macOS, and Linux
- enough detail that a reviewer with no knowledge of that language/ecosystem can reproduce it

For example, a Go project should include commands like:

```bash
go mod tidy
go run .
```

Also make sure the project is easy to reproduce and evaluate from scratch.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"Is it allowed to use TypeScript, Scala, C#, or R instead of Python for the final project, or will that cause issues with review?","Yes, it’s technically possible to use TypeScript, Scala, C#, or R instead of Python for the final project.

However, Python is strongly preferred because the course materials and reviewer expectations are Python-based. If you choose a non-Python stack, it can make reproducibility and review harder, so you should only do it if you have a strong reason.

If you do use another language, make sure your documentation is very thorough:
- explain how to install dependencies
- explain how to run the project on Windows, macOS, and Linux
- make it easy for the reviewer to reproduce and evaluate

So: it won’t automatically cause issues, but it may create review friction unless your setup is very clear.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
What does the course expect if I choose a different stack from Python for an assignment or the capstone?,"If you choose a different stack from Python, the course expects your submission to be much more thoroughly documented so it is easy to reproduce and review.

Specifically:
- Use another language only if you have a strong reason.
- Your README must explain how to install dependencies and run the homework or project on **Windows, macOS, and Linux**.
- Assume the reviewer does **not** know that language or ecosystem.
- The submission still needs to be **easy to reproduce and evaluate**.

Example: for Go, you should include steps like:
```bash
go mod tidy
go run .
```

In short: non-Python is allowed, but the documentation and reproducibility requirements are stricter.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"For a non-Python submission, do I need to explain how to run it on Windows, macOS, and Linux too?","Yes. For a non-Python submission, your README should explain how to install dependencies and run the project on **Windows, macOS, and Linux**.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
Where can I check out past LLM Zoomcamp capstone projects to get ideas?,"You can browse previous LLM Zoomcamp capstone projects here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you get ideas and understand the expected scope and quality.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Is there a place to browse previous project submissions from the LLM Zoomcamp?,"Yes. You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages list submitted repositories and can help you understand the expected scope and quality.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Can you share links to older LLM Zoomcamp projects so I know what kind of work is expected?,"Yes — you can browse older LLM Zoomcamp capstone projects here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages include submitted repositories and should help you understand the expected scope and quality of capstone projects.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
I’m looking for examples of capstone submissions in LLM Zoomcamp — where should I look?,"You can browse previous LLM Zoomcamp capstone submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages list submitted repositories and are a good reference for expected scope and quality.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Do you have pages for the 2024 and 2025 LLM Zoomcamp projects?,"Yes — you can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Do I need to reserve my capstone project idea before I start working on it?,No. You do not need to announce or reserve your project idea before starting.,"No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Should I announce my project topic somewhere before beginning the capstone?,"No. You do not need to announce or reserve your project idea before starting. If you want feedback, you can ask in Slack.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
"If I have an idea for the project, do I need permission or a prior sign-up first?","No. You do not need to announce, reserve, or get prior permission for your project idea before starting. If you want feedback, you can ask in Slack.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Can I ask for feedback on my project idea in Slack before I start?,"Yes — if you want feedback, you can ask in Slack before you start.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
"Is it okay if my capstone is on the same topic as someone else's project, as long as my implementation is different?",Yes — similar topics are okay as long as your implementation is your own and your submission meets the project requirements.,"No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Can I build my capstone as a Telegram or WhatsApp bot instead of a web app?,"Yes. You can build your capstone as a Telegram or WhatsApp bot instead of a web app. The course allows any interface — web app, CLI, Telegram/WhatsApp bot, Slack app, notebook, or anything else — as long as the project meets the evaluation criteria.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"Is there any required user interface for the final project, or can I choose whatever works for my idea?","No strict UI is required. You can use whatever interface fits your idea — a web app, CLI, Telegram/WhatsApp bot, Slack app, notebook, or anything else, as long as it meets the project evaluation criteria.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"Would a CLI, Slack app, or even a notebook be acceptable for the capstone project?","Yes. A CLI, Slack app, notebook, or any other interface is acceptable for the capstone project. There are no strict rules about how you make it available to the end user, as long as it fits your idea and meets the evaluation criteria.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"If I use a different interface for my project, will it still count as long as it meets the grading criteria?","Yes. You can use any interface for your project, and it will count as long as it meets the evaluation criteria.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"Does the course provide instructions for building the interface, or do I need to handle that part myself?","The course does **not** teach how to build the interface itself, so you’ll need to handle that part on your own.

You can use **any interface** you want for your project — web app, CLI, Telegram/WhatsApp bot, Slack app, notebook, etc.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
What’s a good tool to pull text out of PDFs for a RAG app?,"A good option is **docling** — it converts PDFs into structured Markdown/JSON and is well-suited for RAG.

Other solid choices from the course context are:
- **pymupdf4llm / PyMuPDF** for fast text extraction
- **unstructured** for many document types/layouts
- **pytesseract** for scanned PDFs with no text layer
- **Hosted OCR** like Mistral OCR if you prefer an API

The course doesn’t prescribe one tool, so try a couple on your documents and pick the one that gives the cleanest output.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
"If my PDFs are scanned images, what should I use for OCR/text extraction?","For scanned PDFs, use an OCR tool. The context specifically mentions:

- **pytesseract** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer
- **Hosted OCR** like **Mistral OCR** — if you prefer an API

You could also try **docling**, **PyMuPDF**, or **unstructured**, but for scanned images specifically, **OCR** is the key.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
"Do we have to use one specific library in the course for document parsing, or can I choose whatever works best?","No specific library is required. The course says you can use whatever works best for your data.

Some options mentioned are:

- **docling**
- **pymupdf4llm / PyMuPDF**
- **unstructured**
- **pytesseract** for OCR
- **Hosted OCR** like Mistral OCR

It recommends trying a couple on a sample of your documents and picking the one that gives the cleanest result.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
What are some popular options people use for turning PDFs into text or Markdown for RAG?,"Some popular options people use are:

- **docling** — converts PDFs and other docs to structured Markdown/JSON
- **pymupdf4llm / PyMuPDF** — fast text extraction with Markdown output
- **unstructured** — handles many document types and layouts
- **pytesseract (Tesseract OCR)** — for scanned or image-based PDFs
- **Hosted OCR APIs** like **Mistral OCR** — if you prefer an API over local OCR

The course suggests trying a few on sample documents and choosing the one that gives the cleanest text.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
"Should I test a few extractors on my files first, and which ones are usually recommended?","Yes — it’s a good idea to test a few extractors on your files first.

The ones usually recommended are the common, simpler extractors used in the course, so you can compare which one gives the best results for your documents. If you want, I can also help you decide which extractor to try first based on your file type.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
"Can I use the workshop stuff in my own capstone project, or is that not allowed?","Yes — you can use the workshop materials in your own capstone project. The context says that since dlt is open-source, you can use the workshop content for a capstone project and even use it in other Zoomcamp projects.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"If the workshop is open-source, does that mean I can reuse the materials in another project?","Yes — the context says the workshop is open-source, so you can reuse the content in your own projects and even share/use it directly.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
Am I allowed to take the dlt workshop content and use it for a different Zoomcamp project too?,"Yes. Since dlt is open-source, you can use the workshop content in other projects too, including other Zoomcamps like the MLOps Zoomcamp project.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
Can I share or apply these workshop materials directly in my own work without any problem?,"Yes. The workshop materials are open-source, so you can use the content directly in your own projects, and you can share it as well.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
Is it okay to use this workshop content for something like an MLOps Zoomcamp project?,"Yes — according to the workshop FAQ, since dlt is open-source, you can use the workshop content for a capstone project, and it can even be used for other Zoomcamps like an MLOps Zoomcamp project.

","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
How do I initialize a new dlt project for loading data from cloud storage?,"Run this command in your terminal:

```bash
dlt init filesystem duckdb
```

More directions are available at [dlthub.com/docs/tutorial/filesystem](https://dlthub.com/docs/tutorial/filesystem).","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
What command should I run to start a dlt project with filesystem and duckdb?,"Run:

```bash
dlt init filesystem duckdb
```","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
I'm trying to load from cloud files — how do I set up the dlt project first?,"Start by initializing the dlt project with:

```bash
dlt init filesystem duckdb
```

More setup directions are available at the dlt filesystem tutorial on dlthub.com.","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
Which dlt init command do I use for a filesystem source with DuckDB?,"Use:

```bash
dlt init filesystem duckdb
```","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
